event_id,reporting_year,trust_code,trust_name,region,site_code,ward_type,bed_id,discharge_ts,cleaning_start_ts,cleaning_complete_ts,maintenance_clear_ts,equipment_ready_ts,isolation_clear_ts,bed_ready_ts,turnaround_target_minutes,turnaround_minutes,turnaround_bucket,within_target,primary_blocker,queue_delay_minutes,cleaning_minutes,porter_delay_minutes,equipment_delay_minutes,maintenance_delay_minutes,isolation_delay_minutes,clinical_hold_minutes
BED-RYJ-2023-00061,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-03,General Ward,RYJ-03-0061,2023-06-16T23:10:00,2023-06-17T01:21:00,2023-06-17T02:10:00,2023-06-17T02:10:00,2023-06-17T02:50:00,2023-06-17T02:10:00,2023-06-17T02:50:00,120,220,2-4 hours,No,Clinical hold / late discharge,8,49,15,40,0,0,108
BED-RYJ-2023-00062,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-04,Critical Care,RYJ-04-0062,2024-03-12T17:50:00,2024-03-12T18:02:00,2024-03-12T18:48:00,2024-03-12T18:48:00,2024-03-12T19:03:00,2024-03-12T18:48:00,2024-03-12T19:03:00,120,73,1-2 hours,Yes,No major blocker,12,46,0,15,0,0,0
BED-RYJ-2023-00063,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-03,General Ward,RYJ-03-0063,2023-04-19T21:20:00,2023-04-19T22:09:00,2023-04-19T22:47:00,2023-04-19T22:47:00,2023-04-19T22:47:00,2023-04-19T22:47:00,2023-04-19T22:47:00,120,87,1-2 hours,Yes,Clinical hold / late discharge,5,38,0,0,0,0,44
BED-RYJ-2023-00064,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-06,General Ward,RYJ-06-0064,2023-07-24T17:50:00,2023-07-24T17:59:00,2023-07-24T18:34:00,2023-07-24T18:34:00,2023-07-24T18:34:00,2023-07-24T21:03:00,2023-07-24T21:03:00,120,193,2-4 hours,No,Deep clean / isolation reset,9,35,0,0,0,149,0
BED-RYJ-2023-00065,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-03,General Ward,RYJ-03-0065,2024-02-27T10:30:00,2024-02-27T11:54:00,2024-02-27T12:35:00,2024-02-27T12:35:00,2024-02-27T12:57:00,2024-02-27T12:35:00,2024-02-27T12:57:00,120,147,2-4 hours,No,Cleaning queue,84,41,0,22,0,0,0
BED-RYJ-2023-00066,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-05,General Ward,RYJ-05-0066,2023-10-06T13:40:00,2023-10-06T14:42:00,2023-10-06T15:25:00,2023-10-06T15:25:00,2023-10-06T15:25:00,2023-10-06T15:25:00,2023-10-06T15:25:00,120,105,1-2 hours,Yes,Awaiting porter / room release,18,43,44,0,0,0,0
BED-RYJ-2023-00067,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-02,Medical Ward,RYJ-02-0067,2023-11-07T03:30:00,2023-11-07T03:44:00,2023-11-07T04:18:00,2023-11-07T04:18:00,2023-11-07T04:18:00,2023-11-07T04:18:00,2023-11-07T04:18:00,120,48,Under 1 hour,Yes,No major blocker,14,34,0,0,0,0,0
BED-RYJ-2023-00068,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-03,General Ward,RYJ-03-0068,2023-12-08T02:10:00,2023-12-08T02:24:00,2023-12-08T02:56:00,2023-12-08T02:56:00,2023-12-08T02:56:00,2023-12-08T04:16:00,2023-12-08T04:16:00,120,126,2-4 hours,No,No major blocker,14,32,0,0,0,80,0
BED-RYJ-2023-00069,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-05,Medical Ward,RYJ-05-0069,2023-10-09T02:20:00,2023-10-09T02:28:00,2023-10-09T03:22:00,2023-10-09T03:22:00,2023-10-09T03:22:00,2023-10-09T03:22:00,2023-10-09T03:22:00,120,62,1-2 hours,Yes,No major blocker,8,54,0,0,0,0,0
BED-RYJ-2023-00070,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-06,Surgical Ward,RYJ-06-0070,2023-11-08T01:50:00,2023-11-08T02:07:00,2023-11-08T02:51:00,2023-11-08T02:51:00,2023-11-08T02:51:00,2023-11-08T02:51:00,2023-11-08T02:51:00,120,61,1-2 hours,Yes,No major blocker,17,44,0,0,0,0,0
BED-RYJ-2023-00071,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-05,General Ward,RYJ-05-0071,2024-02-21T20:00:00,2024-02-21T20:20:00,2024-02-21T20:45:00,2024-02-21T20:45:00,2024-02-21T21:38:00,2024-02-21T20:45:00,2024-02-21T21:38:00,120,98,1-2 hours,Yes,No major blocker,20,25,0,53,0,0,0
BED-RYJ-2023-00072,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-04,Medical Ward,RYJ-04-0072,2023-06-06T14:40:00,2023-06-06T15:57:00,2023-06-06T16:15:00,2023-06-06T16:15:00,2023-06-06T16:15:00,2023-06-06T16:15:00,2023-06-06T16:15:00,120,95,1-2 hours,Yes,Cleaning queue,77,18,0,0,0,0,0
BED-RYJ-2023-00073,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-02,General Ward,RYJ-02-0073,2024-01-26T20:00:00,2024-01-26T20:24:00,2024-01-26T21:13:00,2024-01-26T21:13:00,2024-01-26T21:31:00,2024-01-26T21:13:00,2024-01-26T21:31:00,120,91,1-2 hours,Yes,No major blocker,24,49,0,18,0,0,0
BED-RYJ-2023-00074,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-06,Emergency Observation,RYJ-06-0074,2024-03-09T12:50:00,2024-03-09T14:08:00,2024-03-09T14:30:00,2024-03-09T14:30:00,2024-03-09T14:30:00,2024-03-09T16:28:00,2024-03-09T16:28:00,120,218,2-4 hours,No,No major blocker,16,22,0,0,0,118,62
BED-RYJ-2023-00075,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-05,Medical Ward,RYJ-05-0075,2023-06-05T11:40:00,2023-06-05T12:28:00,2023-06-05T13:16:00,2023-06-05T13:16:00,2023-06-05T13:16:00,2023-06-05T13:16:00,2023-06-05T13:16:00,120,96,1-2 hours,Yes,Cleaning queue,48,48,0,0,0,0,0
BED-RYJ-2023-00076,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-02,Surgical Ward,RYJ-02-0076,2023-11-08T09:20:00,2023-11-08T09:34:00,2023-11-08T10:05:00,2023-11-08T10:05:00,2023-11-08T10:05:00,2023-11-08T10:05:00,2023-11-08T10:05:00,120,45,Under 1 hour,Yes,No major blocker,14,31,0,0,0,0,0
BED-RYJ-2023-00077,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-03,Medical Ward,RYJ-03-0077,2023-08-31T08:50:00,2023-08-31T10:59:00,2023-08-31T11:47:00,2023-08-31T11:47:00,2023-08-31T11:47:00,2023-08-31T14:16:00,2023-08-31T14:16:00,120,326,4-8 hours,No,Awaiting porter / room release,21,48,33,0,0,149,75
BED-RYJ-2023-00078,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-05,General Ward,RYJ-05-0078,2023-08-20T18:00:00,2023-08-20T18:25:00,2023-08-20T18:56:00,2023-08-20T18:56:00,2023-08-20T20:53:00,2023-08-20T18:56:00,2023-08-20T20:53:00,120,173,2-4 hours,No,Equipment not ready,13,31,12,117,0,0,0
BED-RYJ-2023-00079,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-01,Surgical Ward,RYJ-01-0079,2023-04-06T16:40:00,2023-04-06T16:47:00,2023-04-06T17:35:00,2023-04-06T17:35:00,2023-04-06T17:35:00,2023-04-06T17:35:00,2023-04-06T17:35:00,120,55,Under 1 hour,Yes,No major blocker,7,48,0,0,0,0,0
BED-RYJ-2023-00080,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-06,General Ward,RYJ-06-0080,2024-02-12T17:20:00,2024-02-12T17:35:00,2024-02-12T18:13:00,2024-02-12T18:13:00,2024-02-12T18:13:00,2024-02-12T18:13:00,2024-02-12T18:13:00,120,53,Under 1 hour,Yes,No major blocker,8,38,7,0,0,0,0
BED-RYJ-2023-00081,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-04,General Ward,RYJ-04-0081,2023-10-07T15:10:00,2023-10-07T15:15:00,2023-10-07T15:55:00,2023-10-07T15:55:00,2023-10-07T17:48:00,2023-10-07T15:55:00,2023-10-07T17:48:00,120,158,2-4 hours,No,Equipment not ready,5,40,0,113,0,0,0
BED-RYJ-2023-00082,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-06,General Ward,RYJ-06-0082,2023-08-04T01:40:00,2023-08-04T02:26:00,2023-08-04T03:15:00,2023-08-04T03:15:00,2023-08-04T03:15:00,2023-08-04T03:15:00,2023-08-04T03:15:00,120,95,1-2 hours,Yes,Cleaning queue,46,49,0,0,0,0,0
BED-RYJ-2023-00083,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-02,Critical Care,RYJ-02-0083,2024-01-10T07:20:00,2024-01-10T08:09:00,2024-01-10T09:03:00,2024-01-10T09:03:00,2024-01-10T09:31:00,2024-01-10T09:03:00,2024-01-10T09:31:00,120,131,2-4 hours,No,No major blocker,23,54,0,28,0,0,26
BED-RYJ-2023-00084,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-01,Surgical Ward,RYJ-01-0084,2024-03-06T11:10:00,2024-03-06T11:47:00,2024-03-06T12:19:00,2024-03-06T12:19:00,2024-03-06T12:19:00,2024-03-06T12:19:00,2024-03-06T12:19:00,120,69,1-2 hours,Yes,Cleaning queue,37,32,0,0,0,0,0
BED-RYJ-2023-00085,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-01,Surgical Ward,RYJ-01-0085,2023-08-19T01:10:00,2023-08-19T02:19:00,2023-08-19T02:50:00,2023-08-19T02:50:00,2023-08-19T02:50:00,2023-08-19T02:50:00,2023-08-19T02:50:00,120,100,1-2 hours,Yes,Cleaning queue,69,31,0,0,0,0,0
BED-RYJ-2023-00086,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-01,Critical Care,RYJ-01-0086,2023-09-23T00:50:00,2023-09-23T01:35:00,2023-09-23T01:57:00,2023-09-23T01:57:00,2023-09-23T01:57:00,2023-09-23T01:57:00,2023-09-23T01:57:00,120,67,1-2 hours,Yes,Cleaning queue,45,22,0,0,0,0,0
BED-RYJ-2023-00087,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-01,Surgical Ward,RYJ-01-0087,2023-12-03T09:00:00,2023-12-03T09:21:00,2023-12-03T09:41:00,2023-12-03T11:13:00,2023-12-03T09:41:00,2023-12-03T11:56:00,2023-12-03T11:56:00,120,176,2-4 hours,No,Deep clean / isolation reset,21,20,0,0,92,135,0
BED-RYJ-2023-00088,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-04,Medical Ward,RYJ-04-0088,2023-05-03T09:10:00,2023-05-03T09:19:00,2023-05-03T09:37:00,2023-05-03T09:37:00,2023-05-03T10:17:00,2023-05-03T09:37:00,2023-05-03T10:17:00,120,67,1-2 hours,Yes,Equipment not ready,9,18,0,40,0,0,0
BED-RYJ-2023-00089,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-01,General Ward,RYJ-01-0089,2023-07-10T00:20:00,2023-07-10T00:31:00,2023-07-10T01:25:00,2023-07-10T01:25:00,2023-07-10T01:25:00,2023-07-10T01:25:00,2023-07-10T01:25:00,120,65,1-2 hours,Yes,No major blocker,11,54,0,0,0,0,0
BED-RYJ-2023-00090,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-04,General Ward,RYJ-04-0090,2023-07-30T08:20:00,2023-07-30T09:12:00,2023-07-30T09:56:00,2023-07-30T09:56:00,2023-07-30T09:56:00,2023-07-30T09:56:00,2023-07-30T09:56:00,120,96,1-2 hours,Yes,Awaiting porter / room release,12,44,40,0,0,0,0
BED-RYJ-2023-00091,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-02,Medical Ward,RYJ-02-0091,2024-03-10T00:20:00,2024-03-10T01:31:00,2024-03-10T02:21:00,2024-03-10T02:21:00,2024-03-10T02:21:00,2024-03-10T02:21:00,2024-03-10T02:21:00,120,121,2-4 hours,No,Cleaning queue,71,50,0,0,0,0,0
BED-RYJ-2023-00092,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-06,Medical Ward,RYJ-06-0092,2023-05-11T20:30:00,2023-05-11T20:45:00,2023-05-11T21:32:00,2023-05-11T21:32:00,2023-05-11T21:32:00,2023-05-12T01:09:00,2023-05-12T01:09:00,120,279,4-8 hours,No,Deep clean / isolation reset,15,47,0,0,0,217,0
BED-RYJ-2023-00093,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-01,Medical Ward,RYJ-01-0093,2023-06-30T20:00:00,2023-06-30T21:44:00,2023-06-30T22:31:00,2023-06-30T22:31:00,2023-06-30T22:31:00,2023-06-30T22:31:00,2023-06-30T22:31:00,120,151,2-4 hours,No,Cleaning queue,35,47,16,0,0,0,53
BED-RYJ-2023-00094,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-03,General Ward,RYJ-03-0094,2023-11-29T04:40:00,2023-11-29T04:59:00,2023-11-29T05:42:00,2023-11-29T06:25:00,2023-11-29T06:11:00,2023-11-29T05:42:00,2023-11-29T06:25:00,120,105,1-2 hours,Yes,No major blocker,19,43,0,29,43,0,0
BED-RYJ-2023-00095,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-02,General Ward,RYJ-02-0095,2023-12-20T16:20:00,2023-12-20T16:30:00,2023-12-20T17:15:00,2023-12-20T18:49:00,2023-12-20T18:05:00,2023-12-20T17:15:00,2023-12-20T18:49:00,120,149,2-4 hours,No,Maintenance clearance,10,45,0,50,94,0,0
BED-RYJ-2023-00096,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-02,Surgical Ward,RYJ-02-0096,2023-07-01T11:10:00,2023-07-01T11:26:00,2023-07-01T11:48:00,2023-07-01T11:48:00,2023-07-01T11:48:00,2023-07-01T11:48:00,2023-07-01T11:48:00,120,38,Under 1 hour,Yes,No major blocker,16,22,0,0,0,0,0
BED-RYJ-2023-00097,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-03,Surgical Ward,RYJ-03-0097,2023-09-27T15:50:00,2023-09-27T17:08:00,2023-09-27T17:54:00,2023-09-27T17:54:00,2023-09-27T17:54:00,2023-09-27T17:54:00,2023-09-27T17:54:00,120,124,2-4 hours,No,Awaiting porter / room release,14,46,64,0,0,0,0
BED-RYJ-2023-00098,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-06,General Ward,RYJ-06-0098,2024-01-21T18:50:00,2024-01-21T19:05:00,2024-01-21T19:34:00,2024-01-21T22:05:00,2024-01-21T19:34:00,2024-01-21T19:34:00,2024-01-21T22:05:00,120,195,2-4 hours,No,Maintenance clearance,15,29,0,0,151,0,0
BED-RYJ-2023-00099,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-02,General Ward,RYJ-02-0099,2023-06-09T23:10:00,2023-06-10T00:52:00,2023-06-10T01:39:00,2023-06-10T01:39:00,2023-06-10T01:39:00,2023-06-10T01:39:00,2023-06-10T01:39:00,120,149,2-4 hours,No,Cleaning queue,65,47,0,0,0,0,37
BED-RYJ-2023-00100,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-06,General Ward,RYJ-06-0100,2023-04-07T21:50:00,2023-04-07T22:08:00,2023-04-07T22:26:00,2023-04-07T22:26:00,2023-04-07T22:26:00,2023-04-07T23:34:00,2023-04-07T23:34:00,120,104,1-2 hours,Yes,Deep clean / isolation reset,9,18,9,0,0,68,0
BED-RYJ-2023-00101,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-04,General Ward,RYJ-04-0101,2023-05-29T11:50:00,2023-05-29T12:14:00,2023-05-29T12:45:00,2023-05-29T12:45:00,2023-05-29T13:36:00,2023-05-29T12:45:00,2023-05-29T13:36:00,120,106,1-2 hours,Yes,Equipment not ready,24,31,0,51,0,0,0
BED-RYJ-2023-00102,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-03,General Ward,RYJ-03-0102,2023-12-02T06:50:00,2023-12-02T07:54:00,2023-12-02T08:29:00,2023-12-02T08:29:00,2023-12-02T08:29:00,2023-12-02T10:13:00,2023-12-02T10:13:00,120,203,2-4 hours,No,No major blocker,9,35,0,0,0,104,55
BED-RYJ-2023-00103,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-06,Critical Care,RYJ-06-0103,2023-06-17T00:30:00,2023-06-17T00:48:00,2023-06-17T01:29:00,2023-06-17T01:29:00,2023-06-17T01:29:00,2023-06-17T01:29:00,2023-06-17T01:29:00,120,59,Under 1 hour,Yes,No major blocker,18,41,0,0,0,0,0
BED-RYJ-2023-00104,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-04,General Ward,RYJ-04-0104,2023-07-10T17:30:00,2023-07-10T18:56:00,2023-07-10T19:48:00,2023-07-10T19:48:00,2023-07-10T19:48:00,2023-07-10T19:48:00,2023-07-10T19:48:00,120,138,2-4 hours,No,Clinical hold / late discharge,9,52,15,0,0,0,62
BED-RYJ-2023-00105,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-03,Surgical Ward,RYJ-03-0105,2023-05-20T06:20:00,2023-05-20T06:53:00,2023-05-20T07:11:00,2023-05-20T07:11:00,2023-05-20T07:11:00,2023-05-20T07:11:00,2023-05-20T07:11:00,120,51,Under 1 hour,Yes,Awaiting porter / room release,5,18,28,0,0,0,0
BED-RYJ-2023-00106,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-04,General Ward,RYJ-04-0106,2023-04-05T23:00:00,2023-04-05T23:21:00,2023-04-05T23:50:00,2023-04-06T01:01:00,2023-04-05T23:50:00,2023-04-05T23:50:00,2023-04-06T01:01:00,120,121,2-4 hours,No,Maintenance clearance,21,29,0,0,71,0,0
BED-RYJ-2023-00107,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-05,General Ward,RYJ-05-0107,2023-05-19T16:20:00,2023-05-19T17:03:00,2023-05-19T17:21:00,2023-05-19T17:21:00,2023-05-19T18:05:00,2023-05-19T17:21:00,2023-05-19T18:05:00,120,105,1-2 hours,Yes,Equipment not ready,18,18,25,44,0,0,0
BED-RYJ-2023-00108,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-01,Medical Ward,RYJ-01-0108,2023-11-16T17:10:00,2023-11-16T18:13:00,2023-11-16T19:02:00,2023-11-16T19:02:00,2023-11-16T19:02:00,2023-11-16T19:02:00,2023-11-16T19:02:00,120,112,1-2 hours,Yes,Cleaning queue,63,49,0,0,0,0,0
BED-RYJ-2023-00109,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-04,Medical Ward,RYJ-04-0109,2024-01-03T04:30:00,2024-01-03T04:52:00,2024-01-03T05:32:00,2024-01-03T05:32:00,2024-01-03T05:32:00,2024-01-03T05:32:00,2024-01-03T05:32:00,120,62,1-2 hours,Yes,No major blocker,22,40,0,0,0,0,0
BED-RYJ-2023-00110,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-05,Medical Ward,RYJ-05-0110,2024-01-20T21:00:00,2024-01-20T21:10:00,2024-01-20T21:29:00,2024-01-20T21:29:00,2024-01-20T21:29:00,2024-01-20T21:29:00,2024-01-20T21:29:00,120,29,Under 1 hour,Yes,No major blocker,10,19,0,0,0,0,0
BED-RYJ-2023-00111,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-01,Medical Ward,RYJ-01-0111,2023-08-02T11:30:00,2023-08-02T12:21:00,2023-08-02T12:40:00,2023-08-02T12:40:00,2023-08-02T12:40:00,2023-08-02T12:40:00,2023-08-02T12:40:00,120,70,1-2 hours,Yes,Cleaning queue,51,19,0,0,0,0,0
BED-RYJ-2023-00112,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-03,Critical Care,RYJ-03-0112,2023-06-12T16:20:00,2023-06-12T17:47:00,2023-06-12T18:10:00,2023-06-12T20:38:00,2023-06-12T18:10:00,2023-06-12T18:10:00,2023-06-12T20:38:00,120,258,4-8 hours,No,Maintenance clearance,17,23,0,0,148,0,70
BED-RYJ-2023-00113,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-06,Surgical Ward,RYJ-06-0113,2023-11-09T19:10:00,2023-11-09T19:30:00,2023-11-09T20:05:00,2023-11-09T20:05:00,2023-11-09T20:05:00,2023-11-09T20:05:00,2023-11-09T20:05:00,120,55,Under 1 hour,Yes,No major blocker,20,35,0,0,0,0,0
BED-RYJ-2023-00114,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-01,General Ward,RYJ-01-0114,2023-08-07T07:00:00,2023-08-07T07:45:00,2023-08-07T08:24:00,2023-08-07T08:24:00,2023-08-07T08:24:00,2023-08-07T10:58:00,2023-08-07T10:58:00,120,238,2-4 hours,No,Deep clean / isolation reset,21,39,24,0,0,154,0
BED-RYJ-2023-00115,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-06,General Ward,RYJ-06-0115,2024-02-23T15:00:00,2024-02-23T15:47:00,2024-02-23T16:16:00,2024-02-23T16:16:00,2024-02-23T16:16:00,2024-02-23T16:16:00,2024-02-23T16:16:00,120,76,1-2 hours,Yes,No major blocker,24,29,0,0,0,0,23
BED-RYJ-2023-00116,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-01,General Ward,RYJ-01-0116,2023-04-13T06:30:00,2023-04-13T07:44:00,2023-04-13T08:14:00,2023-04-13T08:14:00,2023-04-13T08:14:00,2023-04-13T08:14:00,2023-04-13T08:14:00,120,104,1-2 hours,Yes,Cleaning queue,74,30,0,0,0,0,0
BED-RYJ-2023-00117,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-03,Medical Ward,RYJ-03-0117,2023-06-01T12:00:00,2023-06-01T12:18:00,2023-06-01T13:08:00,2023-06-01T13:08:00,2023-06-01T13:08:00,2023-06-01T13:08:00,2023-06-01T13:08:00,120,68,1-2 hours,Yes,No major blocker,18,50,0,0,0,0,0
BED-RYJ-2023-00118,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-02,Critical Care,RYJ-02-0118,2024-03-23T11:00:00,2024-03-23T11:42:00,2024-03-23T12:35:00,2024-03-23T12:35:00,2024-03-23T12:35:00,2024-03-23T12:35:00,2024-03-23T12:35:00,120,95,1-2 hours,Yes,Awaiting porter / room release,11,53,31,0,0,0,0
BED-RYJ-2023-00119,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-05,Surgical Ward,RYJ-05-0119,2023-09-26T19:20:00,2023-09-26T19:44:00,2023-09-26T20:20:00,2023-09-26T20:20:00,2023-09-26T21:29:00,2023-09-26T22:39:00,2023-09-26T22:39:00,120,199,2-4 hours,No,Deep clean / isolation reset,24,36,0,69,0,139,0
BED-RYJ-2023-00120,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-03,General Ward,RYJ-03-0120,2023-07-25T03:00:00,2023-07-25T04:22:00,2023-07-25T05:12:00,2023-07-25T05:12:00,2023-07-25T05:12:00,2023-07-25T05:52:00,2023-07-25T05:52:00,120,172,2-4 hours,No,Cleaning queue,82,50,0,0,0,40,0
BED-RYJ-2023-00121,2023/24,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,LONDON COMMISSIONING REGION,RYJ-SITE-06,General Ward,RYJ-06-0121,2023-04-05T02:40:00,2023-04-05T02:48:00,2023-04-05T03:13:00,2023-04-05T03:13:00,2023-04-05T03:13:00,2023-04-05T03:13:00,2023-04-05T03:13:00,120,33,Under 1 hour,Yes,No major blocker,8,25,0,0,0,0,0
